month_start,department_name,function_group,region_name,fte,personnel_cost_usd,services_utilization_pct
2025-03-01,"Professional Services","Cost of Revenue",Canada,4.0,49295.53,0.7665
2025-03-01,Sales,"Sales & Marketing",Canada,7.0,78529.02,
2025-03-01,Marketing,"Sales & Marketing",Canada,4.0,38673.57,
2025-03-01,"Product & Engineering","Research & Development",Canada,10.0,150994.93,
2025-03-01,Finance,"General & Administrative",Canada,2.0,21472.53,
2025-03-01,People,"General & Administrative",Canada,1.0,23109.15,
2025-03-01,"Legal & Compliance","General & Administrative",Canada,2.0,28297.69,
2025-03-01,"Information Technology","General & Administrative",Canada,3.0,38495.74,
2025-04-01,"Cloud Operations","Cost of Revenue",Canada,5.0,78988.19,
2025-04-01,"Customer Support","Cost of Revenue",Canada,5.0,36612.66,
2025-04-01,"Professional Services","Cost of Revenue",Canada,4.0,49295.53,0.8065
2025-04-01,Sales,"Sales & Marketing",Canada,7.0,78529.02,
2025-04-01,Marketing,"Sales & Marketing",Canada,4.0,38673.57,
2025-04-01,"Product & Engineering","Research & Development",Canada,10.0,150994.93,
2025-04-01,Finance,"General & Administrative",Canada,2.0,21472.53,
2025-04-01,People,"General & Administrative",Canada,1.0,23109.15,
2025-04-01,"Legal & Compliance","General & Administrative",Canada,2.0,28297.69,
2025-04-01,"Information Technology","General & Administrative",Canada,3.0,38495.74,
2025-05-01,"Cloud Operations","Cost of Revenue",Canada,5.0,78988.19,
2025-05-01,"Customer Support","Cost of Revenue",Canada,4.0,28280.15,
2025-05-01,"Professional Services","Cost of Revenue",Canada,4.0,49295.53,0.777
2025-05-01,Sales,"Sales & Marketing",Canada,7.0,78529.02,
2025-05-01,Marketing,"Sales & Marketing",Canada,4.0,38673.57,
2025-05-01,"Product & Engineering","Research & Development",Canada,10.0,150994.93,
2025-05-01,Finance,"General & Administrative",Canada,3.0,32419.64,
2025-05-01,People,"General & Administrative",Canada,1.0,23109.15,
2025-05-01,"Legal & Compliance","General & Administrative",Canada,2.0,28297.69,
2025-05-01,"Information Technology","General & Administrative",Canada,3.0,38495.74,
2025-06-01,"Cloud Operations","Cost of Revenue",Canada,5.0,78988.19,
2025-06-01,"Customer Support","Cost of Revenue",Canada,4.0,28280.15,
2025-06-01,"Professional Services","Cost of Revenue",Canada,4.0,49295.53,0.7422
2025-06-01,Sales,"Sales & Marketing",Canada,7.0,78529.02,
2025-06-01,Marketing,"Sales & Marketing",Canada,4.0,38673.57,
2025-06-01,"Product & Engineering","Research & Development",Canada,10.0,150994.93,
2025-06-01,Finance,"General & Administrative",Canada,3.0,32419.64,
2025-06-01,People,"General & Administrative",Canada,1.0,23109.15,
2025-06-01,"Legal & Compliance","General & Administrative",Canada,2.0,28297.69,
2025-06-01,"Information Technology","General & Administrative",Canada,3.0,38495.74,
2025-07-01,"Cloud Operations","Cost of Revenue",Canada,5.0,78988.19,
2025-07-01,"Customer Support","Cost of Revenue",Canada,4.0,28280.15,
2025-07-01,"Professional Services","Cost of Revenue",Canada,4.0,49295.53,0.8173
2025-07-01,Sales,"Sales & Marketing",Canada,7.0,78529.02,
2025-07-01,Marketing,"Sales & Marketing",Canada,4.0,38673.57,
2025-07-01,"Product & Engineering","Research & Development",Canada,11.0,167031.12,
2025-07-01,Finance,"General & Administrative",Canada,3.0,32419.64,
2025-07-01,People,"General & Administrative",Canada,1.0,23109.15,
2025-07-01,"Legal & Compliance","General & Administrative",Canada,2.0,28297.69,
2025-07-01,"Information Technology","General & Administrative",Canada,3.0,38495.74,
2025-08-01,"Cloud Operations","Cost of Revenue",Canada,5.0,78988.19,
2025-08-01,"Customer Support","Cost of Revenue",Canada,4.0,28280.15,
2025-08-01,"Professional Services","Cost of Revenue",Canada,4.0,49295.53,0.7868
2025-08-01,Sales,"Sales & Marketing",Canada,7.0,78529.02,
2025-08-01,Marketing,"Sales & Marketing",Canada,4.0,38673.57,
2025-08-01,"Product & Engineering","Research & Development",Canada,11.0,167031.12,
2025-08-01,Finance,"General & Administrative",Canada,3.0,32419.64,
2025-08-01,People,"General & Administrative",Canada,1.0,23109.15,
2025-08-01,"Legal & Compliance","General & Administrative",Canada,2.0,28297.69,
2025-08-01,"Information Technology","General & Administrative",Canada,3.0,38495.74,
2025-09-01,"Cloud Operations","Cost of Revenue",Canada,5.0,78988.19,
2025-09-01,"Customer Support","Cost of Revenue",Canada,4.0,28280.15,
2025-09-01,"Professional Services","Cost of Revenue",Canada,4.0,49295.53,0.7831
2025-09-01,Sales,"Sales & Marketing",Canada,7.0,78529.02,
2025-09-01,Marketing,"Sales & Marketing",Canada,4.0,38673.57,
2025-09-01,"Product & Engineering","Research & Development",Canada,12.0,182117.79,
2025-09-01,Finance,"General & Administrative",Canada,3.0,32419.64,
2025-09-01,People,"General & Administrative",Canada,1.0,23109.15,
2025-09-01,"Legal & Compliance","General & Administrative",Canada,2.0,28297.69,
2025-09-01,"Information Technology","General & Administrative",Canada,3.0,38495.74,
2025-10-01,"Cloud Operations","Cost of Revenue",Canada,4.0,64930.44,
2025-10-01,"Customer Support","Cost of Revenue",Canada,4.0,28280.15,
2025-10-01,"Professional Services","Cost of Revenue",Canada,4.0,49295.53,0.758
2025-10-01,Sales,"Sales & Marketing",Canada,7.0,78529.02,
2025-10-01,Marketing,"Sales & Marketing",Canada,4.0,38673.57,
2025-10-01,"Product & Engineering","Research & Development",Canada,12.0,182117.79,
2025-10-01,Finance,"General & Administrative",Canada,4.0,41805.28,
2025-10-01,People,"General & Administrative",Canada,1.0,23109.15,
2025-10-01,"Legal & Compliance","General & Administrative",Canada,2.0,28297.69,
2025-10-01,"Information Technology","General & Administrative",Canada,3.0,38495.74,
2025-11-01,"Cloud Operations","Cost of Revenue",Canada,4.0,64930.44,
2025-11-01,"Customer Support","Cost of Revenue",Canada,4.0,28280.15,
2025-11-01,"Professional Services","Cost of Revenue",Canada,4.0,49295.53,0.7985
2025-11-01,Sales,"Sales & Marketing",Canada,7.0,78529.02,
2025-11-01,Marketing,"Sales & Marketing",Canada,4.0,38673.57,
2025-11-01,"Product & Engineering","Research & Development",Canada,13.0,195314.29,
2025-11-01,Finance,"General & Administrative",Canada,4.0,41805.28,
2025-11-01,People,"General & Administrative",Canada,1.0,23109.15,
2025-11-01,"Legal & Compliance","General & Administrative",Canada,1.0,10408.95,
2025-11-01,"Information Technology","General & Administrative",Canada,3.0,38495.74,
2025-12-01,"Cloud Operations","Cost of Revenue",Canada,4.0,64930.44,
2025-12-01,"Customer Support","Cost of Revenue",Canada,4.0,28280.15,
2025-12-01,"Professional Services","Cost of Revenue",Canada,4.0,49295.53,0.7135
2025-12-01,Sales,"Sales & Marketing",Canada,7.0,78529.02,
2025-12-01,Marketing,"Sales & Marketing",Canada,4.0,38673.57,
2025-12-01,"Product & Engineering","Research & Development",Canada,13.0,195314.29,
2025-12-01,Finance,"General & Administrative",Canada,4.0,41805.28,
2025-12-01,People,"General & Administrative",Canada,1.0,23109.15,
2025-12-01,"Legal & Compliance","General & Administrative",Canada,1.0,10408.95,
2025-12-01,"Information Technology","General & Administrative",Canada,3.0,38495.74,
2026-01-01,"Cloud Operations","Cost of Revenue",Canada,4.0,67203.0,
2026-01-01,"Customer Support","Cost of Revenue",Canada,4.0,29269.94,
2026-01-01,"Professional Services","Cost of Revenue",Canada,5.0,62534.35,0.6876
2026-01-01,Sales,"Sales & Marketing",Canada,7.0,81277.51,
2026-01-01,Marketing,"Sales & Marketing",Canada,4.0,40027.15,
2026-01-01,"Product & Engineering","Research & Development",Canada,13.0,202150.28,
2026-01-01,Finance,"General & Administrative",Canada,4.0,43268.47,
2026-01-01,People,"General & Administrative",Canada,1.0,23917.97,
2026-01-01,"Legal & Compliance","General & Administrative",Canada,1.0,10773.26,
2026-01-01,"Information Technology","General & Administrative",Canada,3.0,39843.08,
2026-02-01,"Cloud Operations","Cost of Revenue",Canada,4.0,67203.0,
2026-02-01,"Customer Support","Cost of Revenue",Canada,4.0,29269.94,
2026-02-01,"Professional Services","Cost of Revenue",Canada,5.0,62534.35,0.7349
2026-02-01,Sales,"Sales & Marketing",Canada,6.0,66147.07,
2026-02-01,Marketing,"Sales & Marketing",Canada,4.0,40027.15,
2026-02-01,"Product & Engineering","Research & Development",Canada,13.0,202150.28,
2026-02-01,Finance,"General & Administrative",Canada,4.0,43268.47,
2026-02-01,People,"General & Administrative",Canada,1.0,23917.97,
2026-02-01,"Information Technology","General & Administrative",Canada,3.0,39843.08,
2026-03-01,"Cloud Operations","Cost of Revenue",Canada,4.0,67203.0,
2026-03-01,"Customer Support","Cost of Revenue",Canada,4.0,29269.94,
2026-03-01,"Professional Services","Cost of Revenue",Canada,5.0,62534.35,0.7237
2026-03-01,Sales,"Sales & Marketing",Canada,6.0,66147.07,
2026-03-01,Marketing,"Sales & Marketing",Canada,4.0,40027.15,
2026-03-01,"Product & Engineering","Research & Development",Canada,13.0,202150.28,
2026-03-01,Finance,"General & Administrative",Canada,4.0,43268.47,
2026-03-01,People,"General & Administrative",Canada,1.0,23917.97,
2026-03-01,"Information Technology","General & Administrative",Canada,3.0,39843.08,
2026-04-01,"Cloud Operations","Cost of Revenue",Canada,4.0,67203.0,
2026-04-01,"Customer Support","Cost of Revenue",Canada,4.0,29269.94,
2026-04-01,"Professional Services","Cost of Revenue",Canada,5.0,62534.35,0.7462
2026-04-01,Sales,"Sales & Marketing",Canada,7.0,74237.36,
2026-04-01,Marketing,"Sales & Marketing",Canada,4.0,40027.15,
2026-04-01,"Product & Engineering","Research & Development",Canada,13.0,202150.28,
2026-04-01,Finance,"General & Administrative",Canada,4.0,43268.47,
2026-04-01,People,"General & Administrative",Canada,1.0,23917.97,
2026-04-01,"Information Technology","General & Administrative",Canada,3.0,39843.08,
2026-05-01,"Cloud Operations","Cost of Revenue",Canada,4.0,67203.0,
2026-05-01,"Customer Support","Cost of Revenue",Canada,4.0,29269.94,
2026-05-01,"Professional Services","Cost of Revenue",Canada,5.0,62534.35,0.7827
2026-05-01,Sales,"Sales & Marketing",Canada,7.0,74237.36,
2026-05-01,Marketing,"Sales & Marketing",Canada,4.0,40027.15,
2026-05-01,"Product & Engineering","Research & Development",Canada,13.0,202150.28,
2026-05-01,Finance,"General & Administrative",Canada,4.0,43268.47,
2026-05-01,People,"General & Administrative",Canada,1.0,23917.97,
2026-05-01,"Information Technology","General & Administrative",Canada,3.0,39843.08,
2026-06-01,"Cloud Operations","Cost of Revenue",Canada,4.0,67203.0,
2026-06-01,"Customer Support","Cost of Revenue",Canada,4.0,29269.94,
2026-06-01,"Professional Services","Cost of Revenue",Canada,5.0,62534.35,0.7817
2026-06-01,Sales,"Sales & Marketing",Canada,7.0,74237.36,
2026-06-01,Marketing,"Sales & Marketing",Canada,4.0,40027.15,
2026-06-01,"Product & Engineering","Research & Development",Canada,13.0,202150.28,
2026-06-01,Finance,"General & Administrative",Canada,4.0,43268.47,
2026-06-01,People,"General & Administrative",Canada,1.0,23917.97,
2026-06-01,"Information Technology","General & Administrative",Canada,4.0,51979.36,
